2024-04-05 16:33:46,379 | WARNING | GitHub exception with repo lzwme/chatgpt-sites, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/lzwme/chatgpt-sites.git', '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'], 128, b"Cloning into '/Volumes/T7/data/repos/TypeScript/lzwme@chatgpt-sites'...\nfatal: could not read Username for 'https://github.com': Device not configured\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:34:22,450 | WARNING | GitHub exception with repo fudan-zvg/semantic-segment-anything, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/fudan-zvg/semantic-segment-anything.git', '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/fudan-zvg@semantic-segment-anything'...\nPOST git-upload-pack (177 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:38:19,048 | WARNING | GitHub exception with repo zwq2018/data-copilot, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/zwq2018/data-copilot.git', '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/zwq2018@data-copilot'...\nPOST git-upload-pack (177 bytes)\nDownloading assets/video1.GIF (30 MB)\nError downloading object: assets/video1.GIF (bbd30a8): Smudge error: Error downloading assets/video1.GIF (bbd30a8179ecb7f7173ae6857ebeb536a7f66a176f67596f1728be418cf9ea73): batch response: This repository is over its data quota. Account responsible for LFS bandwidth should purchase more data packs to restore access.\n\nErrors logged to '/Volumes/T7/data/repos/Python/zwq2018@data-copilot/.git/lfs/logs/20240406T003819.012055.log'.\nUse `git lfs logs last` to view the log.\nerror: external filter 'git-lfs filter-process' failed\nfatal: assets/video1.GIF: smudge filter lfs failed\nwarning: Clone succeeded, but checkout failed.\nYou can inspect what was checked out with 'git status'\nand retry with 'git restore --source=HEAD :/'\n\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:54:36,755 | WARNING | GitHub exception with repo taichi-dev/taichi-nerfs, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/taichi-dev/taichi-nerfs.git', '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/taichi-dev@taichi-nerfs'...\nPOST git-upload-pack (227 bytes)\nerror: RPC failed; curl 92 HTTP/2 stream 3 was not closed cleanly: CANCEL (err 8)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 00:58:30,981 | WARNING | GitHub exception with repo TencentARC/MotionCtrl, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/TencentARC/MotionCtrl.git', '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/TencentARC@MotionCtrl'...\nPOST git-upload-pack (227 bytes)\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 01:05:35,745 | WARNING | GitHub exception with repo mattyamonaca/layerdivider, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mattyamonaca/layerdivider.git', '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 01:05:35,745 | WARNING | GitHub exception with repo mattyamonaca/layerdivider, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mattyamonaca/layerdivider.git', '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 01:05:35,745 | WARNING | GitHub exception with repo mattyamonaca/layerdivider, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mattyamonaca/layerdivider.git', '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 01:05:35,745 | WARNING | GitHub exception with repo mattyamonaca/layerdivider, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mattyamonaca/layerdivider.git', '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 01:05:35,745 | WARNING | GitHub exception with repo mattyamonaca/layerdivider, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mattyamonaca/layerdivider.git', '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 01:05:35,745 | WARNING | GitHub exception with repo mattyamonaca/layerdivider, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mattyamonaca/layerdivider.git', '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
2024-04-06 01:05:35,745 | WARNING | GitHub exception with repo mattyamonaca/layerdivider, GitCommandError(['git', 'clone', '-v', '--', 'https://github.com/mattyamonaca/layerdivider.git', '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'], 128, b"Cloning into '/Volumes/T7/data/repos/Python/mattyamonaca@layerdivider'...\nPOST git-upload-pack (277 bytes)\nerror: RPC failed; curl 18 Transferred a partial file\nfatal: the remote end hung up unexpectedly\nfatal: early EOF\nfatal: index-pack failed\n")
